task_lang,transfer_lang,bleu,new_gen,new_typ,new_geo,script,distals_asjp,distals_wiki_size
yor,swe,11.372364508239844,22.840546,0.11712929762450786,0.29920881419539763,0.4161,0.5002395824855188,0.9863236232842416
fry,swe,9.851379173248612,20.296621,0.05359671167796398,0.07102931030241288,0.1864,0.2638529899514953,0.9778395300035548
est,swe,9.406855995581855,24.157124,0.08246410812224836,0.035995536265129684,0.641,0.48036421452202144,0.9026144890088258
guj,swe,9.085728727265217,20.092613,0.10136117472588313,0.3140258388139886,0.6368,0.45252476717227286,0.9882783742770976
mlt,swe,8.911748622363152,23.253864,0.0981327555984115,0.18554649895233669,0.1864,0.49345790828217223,0.9970969233885918
afr,swe,8.415278775325149,20.686619,0.18011052187608934,0.5082818054042728,0.4161,0.2865277008664801,0.9516976977971784
asm,swe,8.318313358388277,22.36698,0.10388862740736082,0.3177465495101291,0.6368,0.456407523472564,0.9925246255050283
cym,swe,8.218517695032832,22.823345,0.07538112074855474,0.10194335548909793,0.1789,0.484792256598985,0.8920365111096671
lim,swe,8.171835814284538,18.755384,0.15641975681808584,0.07622180513687445,0.1864,0.27984161596377505,0.9942194565379425
ces,swe,8.1055453539931,21.489067,0.08910588378558781,0.07427026342506292,0.1864,0.47319233064715177,0.7794414778743134
