method,hrl->hrl,hrl->mrl,hrl->lrl,mrl->hrl,mrl->mrl,mrl->lrl,lrl->hrl,lrl->mrl,lrl->lrl,*->hrl,*->mrl,*->lrl
random,0.7461767125011444,1.0191393205636798,,,,,,,,0.7461767125011444,1.0191393205636798,
single_new_gen,0.803197837834186,2.513569122958335,,,4.63807340736506,,,,,0.803197837834186,3.2217372177605776,
single_new_typ,0.7845152364125051,0.008771095958817237,,0.5516649350527782,2.6164050251760065,,,,,0.7263026610725734,1.7471937154369435,
single_new_geo,0.6405684977514059,1.0265005817528625,,,2.4812959321669124,,,,,0.6405684977514059,2.2388300404312376,
single_script,,1.0265005817528625,,2.194059967925923,2.7278433024933584,,,,,2.194059967925923,2.444286182369942,
single_distals_asjp,0.803197837834186,,,,3.6718291843290047,,,,,0.803197837834186,3.6718291843290047,
single_distals_wiki_size,0.7845152364125051,0.21852068951451883,,0.5516649350527782,0.5339880061855318,,,,,0.7263026610725734,0.4288322339618608,
composite_equal,0.5443917519715019,0.008771095958817237,,,2.924589238084064,,,,,0.5443917519715019,1.9526498573756483,
rrf_equal,0.5443917519715019,0.15152785698222404,,,3.685933287135064,,,,,0.5443917519715019,1.918730572058644,
lightgbm_lambdarank,0.07803208530129732,0.7521557859703146,,0.5516649350527782,2.764449965351298,,,,,0.19644029773916755,2.0936852388909704,
mlp_listnet,0.3096058529070326,0.15152785698222404,,0.5516649350527782,3.685933287135064,,,,,0.37012062344346897,1.918730572058644,
nnrank,0.803197837834186,0.708159166043521,,,3.4247693565372375,,,,,0.803197837834186,2.066464261290379,
